candidate,compaction,query_engine,round,phase,status,duration_s,rows,error
iceberg-v2-cow,none,writer-spark,16,load,ok,4.844600737997098,1380000,
iceberg-v2-cow,none,starrocks-4.1.1,16,freshness,ok,0.08367237500109088,0,
iceberg-v2-cow,none,starrocks-4.1.1,16,query,ok,0.047089694169699214,198432,
iceberg-v2-cow,none,writer-spark,17,load,ok,5.017968516331166,1460000,
iceberg-v2-cow,none,starrocks-4.1.1,17,freshness,ok,0.11110461066709831,0,
iceberg-v2-cow,none,starrocks-4.1.1,17,query,ok,0.046858916832813215,198537,
iceberg-v2-cow,none,writer-spark,18,load,ok,5.259242002338094,1540000,
iceberg-v2-cow,none,starrocks-4.1.1,18,freshness,ok,0.10954515266348608,0,
iceberg-v2-cow,none,starrocks-4.1.1,18,query,ok,0.04856979849622197,198537,
iceberg-v2-cow,none,writer-spark,19,load,ok,5.319831752669415,1620000,
iceberg-v2-cow,none,starrocks-4.1.1,19,freshness,ok,0.10493011133318457,0,
iceberg-v2-cow,none,starrocks-4.1.1,19,query,ok,0.045713645997845255,198696,
iceberg-v2-cow,none,writer-spark,20,load,ok,5.536144002670578,1700000,
iceberg-v2-cow,none,starrocks-4.1.1,20,freshness,ok,0.1098796113365097,0,
iceberg-v2-cow,none,starrocks-4.1.1,20,query,ok,0.04816223599967392,198715,
iceberg-v2-cow,none,writer-spark,21,load,ok,5.614449072003481,1780000,
iceberg-v2-cow,none,starrocks-4.1.1,21,freshness,ok,0.10863140299625229,0,
iceberg-v2-cow,none,starrocks-4.1.1,21,query,ok,0.046097923499473836,198787,
iceberg-v2-cow,none,writer-spark,22,load,ok,5.766415794331503,1860000,
iceberg-v2-cow,none,starrocks-4.1.1,22,freshness,ok,0.11732120833282049,0,
iceberg-v2-cow,none,starrocks-4.1.1,22,query,ok,0.046187062662890334,198894,
iceberg-v2-cow,none,writer-spark,23,load,ok,5.825407683000473,1940000,
iceberg-v2-cow,none,starrocks-4.1.1,23,freshness,ok,0.11769011099628794,0,
iceberg-v2-cow,none,starrocks-4.1.1,23,query,ok,0.046712388835051875,198898,
iceberg-v2-cow,none,writer-spark,24,load,ok,5.966015891671607,2020000,
iceberg-v2-cow,none,starrocks-4.1.1,24,freshness,ok,0.11844001433443434,0,
iceberg-v2-cow,none,starrocks-4.1.1,24,query,ok,0.04878084699885221,198949,
iceberg-v2-cow,none,writer-spark,25,load,ok,5.670695682672279,2100000,
iceberg-v2-cow,none,starrocks-4.1.1,25,freshness,ok,0.12910091633481593,0,
iceberg-v2-cow,none,starrocks-4.1.1,25,query,ok,0.04761970866335711,198988,
iceberg-v2-cow,none,writer-spark,26,load,ok,6.281081461333088,2180000,
iceberg-v2-cow,none,starrocks-4.1.1,26,freshness,ok,0.12953455533715896,0,
iceberg-v2-cow,none,starrocks-4.1.1,26,query,ok,0.050140541832661256,199046,
iceberg-v2-cow,none,writer-spark,27,load,ok,6.0377330863314755,2260000,
iceberg-v2-cow,none,starrocks-4.1.1,27,freshness,ok,0.13189104166910207,0,
iceberg-v2-cow,none,starrocks-4.1.1,27,query,ok,0.050124888664868195,199074,
iceberg-v2-cow,none,writer-spark,28,load,ok,6.519816197673208,2340000,
iceberg-v2-cow,none,starrocks-4.1.1,28,freshness,ok,0.132979583334721,0,
iceberg-v2-cow,none,starrocks-4.1.1,28,query,ok,0.051274465501289036,199067,
iceberg-v2-cow,none,writer-spark,29,load,ok,6.859628808670095,2420000,
iceberg-v2-cow,none,starrocks-4.1.1,29,freshness,ok,0.14859004166404097,0,
iceberg-v2-cow,none,starrocks-4.1.1,29,query,ok,0.05047586133150617,199154,
iceberg-v2-cow,none,writer-spark,30,load,ok,6.870165961668438,2500000,
iceberg-v2-cow,none,starrocks-4.1.1,30,freshness,ok,0.1262642083359727,0,
iceberg-v2-cow,none,starrocks-4.1.1,30,query,ok,0.05021489566570381,199140,
iceberg-v2-cow,none,writer-spark,31,load,ok,6.951560628333634,2580000,
iceberg-v2-cow,none,starrocks-4.1.1,31,freshness,ok,0.11216704166630127,0,
iceberg-v2-cow,none,starrocks-4.1.1,31,query,ok,0.04928380549972644,199162,
iceberg-v2-cow,none,writer-spark,32,load,ok,7.507774851003584,2660000,
iceberg-v2-cow,none,starrocks-4.1.1,32,freshness,ok,0.11868136132640454,0,
iceberg-v2-cow,none,starrocks-4.1.1,32,query,ok,0.05271408333646832,199223,
iceberg-v2-cow,none,writer-spark,33,load,ok,7.039592878005351,2740000,
iceberg-v2-cow,none,starrocks-4.1.1,33,freshness,ok,0.10685422266154394,0,
iceberg-v2-cow,none,starrocks-4.1.1,33,query,ok,0.05129748615824307,199212,
iceberg-v2-cow,none,writer-spark,34,load,ok,7.9344163096733,2820000,
iceberg-v2-cow,none,starrocks-4.1.1,34,freshness,ok,0.16375298633647617,0,
iceberg-v2-cow,none,starrocks-4.1.1,34,query,ok,0.052842548834936075,199294,
iceberg-v2-cow,none,writer-spark,35,load,ok,8.570796392998696,2900000,
iceberg-v2-cow,none,starrocks-4.1.1,35,freshness,ok,0.13505547232731865,0,
iceberg-v2-cow,none,starrocks-4.1.1,35,query,ok,0.05353772249751879,199285,
iceberg-v2-cow,none,writer-spark,36,load,ok,8.116085948000546,2980000,
iceberg-v2-cow,none,starrocks-4.1.1,36,freshness,ok,0.11082649966798878,0,
iceberg-v2-cow,none,starrocks-4.1.1,36,query,ok,0.05286236833247434,199328,
iceberg-v2-cow,none,writer-spark,37,load,ok,9.072550657001557,3060000,
iceberg-v2-cow,none,starrocks-4.1.1,37,freshness,ok,0.13704016699436275,0,
iceberg-v2-cow,none,starrocks-4.1.1,37,query,ok,0.05538606949752042,199337,
iceberg-v2-cow,none,writer-spark,38,load,ok,8.92715857300694,3140000,
iceberg-v2-cow,none,starrocks-4.1.1,38,freshness,ok,0.1458530283368115,0,
iceberg-v2-cow,none,starrocks-4.1.1,38,query,ok,0.05410088916444996,199316,
iceberg-v2-cow,none,writer-spark,39,load,ok,9.728629073661674,3220000,
iceberg-v2-cow,none,starrocks-4.1.1,39,freshness,ok,0.1502560693285583,0,
iceberg-v2-cow,none,starrocks-4.1.1,39,query,ok,0.0573447846666871,199355,
iceberg-v2-cow,none,writer-spark,40,load,ok,9.530793129330656,3300000,
iceberg-v2-cow,none,starrocks-4.1.1,40,freshness,ok,0.1344517913336555,0,
iceberg-v2-cow,none,starrocks-4.1.1,40,query,ok,0.05362681250214033,199381,
iceberg-v2-cow,none,writer-spark,41,load,ok,9.308399171330771,3380000,
iceberg-v2-cow,none,starrocks-4.1.1,41,freshness,ok,0.13597290299852224,0,
iceberg-v2-cow,none,starrocks-4.1.1,41,query,ok,0.05348514583117018,199446,
iceberg-v2-cow,none,writer-spark,42,load,ok,9.95362925399968,3460000,
iceberg-v2-cow,none,starrocks-4.1.1,42,freshness,ok,0.15519897232782873,0,
iceberg-v2-cow,none,starrocks-4.1.1,42,query,ok,0.05294438183288245,199363,
iceberg-v2-cow,none,writer-spark,43,load,ok,10.570513227333626,3540000,
iceberg-v2-cow,none,starrocks-4.1.1,43,freshness,ok,0.1570191386708757,0,
iceberg-v2-cow,none,starrocks-4.1.1,43,query,ok,0.054749833502379865,199472,
iceberg-v2-cow,none,writer-spark,44,load,ok,10.159599989997028,3620000,
iceberg-v2-cow,none,starrocks-4.1.1,44,freshness,ok,0.1346744026717109,0,
iceberg-v2-cow,none,starrocks-4.1.1,44,query,ok,0.056493180668136724,199440,
iceberg-v2-cow,none,writer-spark,45,load,ok,10.906158990663243,3700000,
iceberg-v2-cow,none,starrocks-4.1.1,45,freshness,ok,0.16907252800107622,0,
iceberg-v2-cow,none,starrocks-4.1.1,45,query,ok,0.056768923665610295,199469,
iceberg-v2-cow,none,writer-spark,46,load,ok,11.035294157666309,3780000,
iceberg-v2-cow,none,starrocks-4.1.1,46,freshness,ok,0.1317685829999391,0,
iceberg-v2-cow,none,starrocks-4.1.1,46,query,ok,0.054183493169451445,199451,
iceberg-v2-cow,none,writer-spark,47,load,ok,10.347544462997272,3860000,
iceberg-v2-cow,none,starrocks-4.1.1,47,freshness,ok,0.1473254999970474,0,
iceberg-v2-cow,none,starrocks-4.1.1,47,query,ok,0.05406312516424805,199470,
iceberg-v2-cow,none,writer-spark,48,load,ok,11.027329963336038,3940000,
iceberg-v2-cow,none,starrocks-4.1.1,48,freshness,ok,0.1350336253429608,0,
iceberg-v2-cow,none,starrocks-4.1.1,48,query,ok,0.05421893066037834,199489,
iceberg-v2-cow,none,writer-spark,49,load,ok,11.033548296671748,4020000,
iceberg-v2-cow,none,starrocks-4.1.1,49,freshness,ok,0.12163422199955676,0,
iceberg-v2-cow,none,starrocks-4.1.1,49,query,ok,0.05281131249648752,199511,
iceberg-v2-cow,none,writer-spark,50,load,ok,11.121753101998669,4100000,
iceberg-v2-cow,none,starrocks-4.1.1,50,freshness,ok,0.11484222233411856,0,
iceberg-v2-cow,none,starrocks-4.1.1,50,query,ok,0.05426284750137711,199469,
iceberg-v2-cow,every_10_rounds,writer-spark,0,load,ok,5.51099204433558,100000,
iceberg-v2-cow,every_10_rounds,writer-spark,1,load,ok,5.241899612999987,180000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,1,freshness,ok,0.12490381966927089,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,1,query,ok,0.044446104167339705,180000,
iceberg-v2-cow,every_10_rounds,writer-spark,2,load,ok,3.049124973336196,260000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,2,freshness,ok,0.10014698600086074,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,2,query,ok,0.043842187500558794,188903,
iceberg-v2-cow,every_10_rounds,writer-spark,3,load,ok,2.6852992233325494,340000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,3,freshness,ok,0.10838233333197422,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,3,query,ok,0.04371198616475643,192166,
iceberg-v2-cow,every_10_rounds,writer-spark,4,load,ok,2.611014112000703,420000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,4,freshness,ok,0.08146605565949964,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,4,query,ok,0.04403372916567605,194111,
iceberg-v2-cow,every_10_rounds,writer-spark,5,load,ok,2.547083459663554,500000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,5,freshness,ok,0.08728881966574893,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,5,query,ok,0.04533669416802392,195222,
iceberg-v2-cow,every_10_rounds,writer-spark,6,load,ok,2.8008804179989966,580000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,6,freshness,ok,0.08825726366679494,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,6,query,ok,0.0445039856689012,195971,
iceberg-v2-cow,every_10_rounds,writer-spark,7,load,ok,2.9302630983341564,660000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,7,freshness,ok,0.10345665266504511,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,7,query,ok,0.04564445816746835,196567,
iceberg-v2-cow,every_10_rounds,writer-spark,8,load,ok,3.0572801676607924,740000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,8,freshness,ok,0.1094800553303988,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,8,query,ok,0.04820325016771676,197004,
iceberg-v2-cow,every_10_rounds,writer-spark,9,load,ok,3.1685532373327683,820000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,9,freshness,ok,0.08852488899719901,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,9,query,ok,0.04434527083261249,197268,
iceberg-v2-cow,every_10_rounds,writer-spark,10,load,ok,3.275985515336894,900000,
iceberg-v2-cow,every_10_rounds,writer-spark,10,compact,ok,3.8435593903268455,0,
iceberg-v2-cow,every_10_rounds,writer-spark,10,maintain,ok,2.3741739176621195,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,10,freshness,ok,0.10066536066005938,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,10,query,ok,0.04549302100106919,197555,
iceberg-v2-cow,every_10_rounds,writer-spark,11,load,ok,4.216876821335366,980000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,11,freshness,ok,0.12311362500380103,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,11,query,ok,0.04489474983226197,197805,
iceberg-v2-cow,every_10_rounds,writer-spark,12,load,ok,3.627402168334811,1060000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,12,freshness,ok,0.12000705566606484,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,12,query,ok,0.04431424299885597,197942,
iceberg-v2-cow,every_10_rounds,writer-spark,13,load,ok,3.688922459667083,1140000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,13,freshness,ok,0.12758352766589573,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,13,query,ok,0.04498587500226373,198137,
iceberg-v2-cow,every_10_rounds,writer-spark,14,load,ok,3.992185946335667,1220000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,14,freshness,ok,0.10954706999958337,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,14,query,ok,0.04618800716707483,198284,
iceberg-v2-cow,every_10_rounds,writer-spark,15,load,ok,4.049910335326179,1300000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,15,freshness,ok,0.09872736099835795,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,15,query,ok,0.04500622916627132,198336,
iceberg-v2-cow,every_10_rounds,writer-spark,16,load,ok,4.344405098663022,1380000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,16,freshness,ok,0.08899383333240014,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,16,query,ok,0.04551400683218768,198432,
iceberg-v2-cow,every_10_rounds,writer-spark,17,load,ok,4.4447902799972026,1460000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,17,freshness,ok,0.10387802766733027,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,17,query,ok,0.04416581249339894,198537,
iceberg-v2-cow,every_10_rounds,writer-spark,18,load,ok,4.593625530324061,1540000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,18,freshness,ok,0.12477119466348086,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,18,query,ok,0.04577584033298384,198537,
iceberg-v2-cow,every_10_rounds,writer-spark,19,load,ok,4.750317224660345,1620000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,19,freshness,ok,0.1135679723326272,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,19,query,ok,0.04831973599842362,198696,
iceberg-v2-cow,every_10_rounds,writer-spark,20,load,ok,4.923972043999432,1700000,
iceberg-v2-cow,every_10_rounds,writer-spark,20,compact,ok,6.2904778780017905,0,
iceberg-v2-cow,every_10_rounds,writer-spark,20,maintain,ok,1.1159084173317144,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,20,freshness,ok,0.10218006966654987,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,20,query,ok,0.048147527828405146,198715,
iceberg-v2-cow,every_10_rounds,writer-spark,21,load,ok,5.243299668664501,1780000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,21,freshness,ok,0.11461816666997038,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,21,query,ok,0.04667100732816228,198787,
iceberg-v2-cow,every_10_rounds,writer-spark,22,load,ok,5.128927960002329,1860000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,22,freshness,ok,0.10543588866615512,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,22,query,ok,0.04700261116522597,198894,
iceberg-v2-cow,every_10_rounds,writer-spark,23,load,ok,5.251324127675616,1940000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,23,freshness,ok,0.09554873566958122,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,23,query,ok,0.046580444499947284,198898,
iceberg-v2-cow,every_10_rounds,writer-spark,24,load,ok,5.38767082200017,2020000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,24,freshness,ok,0.10668508333522671,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,24,query,ok,0.044778117997338995,198949,
iceberg-v2-cow,every_10_rounds,writer-spark,25,load,ok,5.7289838496605325,2100000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,25,freshness,ok,0.07962879133507765,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,25,query,ok,0.04563460399852678,198988,
iceberg-v2-cow,every_10_rounds,writer-spark,26,load,ok,5.652607183006087,2180000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,26,freshness,ok,0.12427347232975687,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,26,query,ok,0.04528331233207913,199046,
iceberg-v2-cow,every_10_rounds,writer-spark,27,load,ok,6.1692421833334565,2260000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,27,freshness,ok,0.09386430566761798,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,27,query,ok,0.045893361163810674,199074,
iceberg-v2-cow,every_10_rounds,writer-spark,28,load,ok,6.090638557997106,2340000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,28,freshness,ok,0.10025425033139375,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,28,query,ok,0.04695947200040488,199067,
iceberg-v2-cow,every_10_rounds,writer-spark,29,load,ok,6.186214100326954,2420000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,29,freshness,ok,0.12579162499847976,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,29,query,ok,0.04647938899870496,199154,
iceberg-v2-cow,every_10_rounds,writer-spark,30,load,ok,6.234286988998065,2500000,
iceberg-v2-cow,every_10_rounds,writer-spark,30,compact,ok,8.808908267669418,0,
iceberg-v2-cow,every_10_rounds,writer-spark,30,maintain,ok,1.109161111662009,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,30,freshness,ok,0.11765099999805291,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,30,query,ok,0.0461769095005972,199140,
iceberg-v2-cow,every_10_rounds,writer-spark,31,load,ok,6.233770808335976,2580000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,31,freshness,ok,0.10330893066808737,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,31,query,ok,0.04786000717043256,199162,
iceberg-v2-cow,every_10_rounds,writer-spark,32,load,ok,6.840226752993961,2660000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,32,freshness,ok,0.10815519499980535,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,32,query,ok,0.048623652997775935,199223,
iceberg-v2-cow,every_10_rounds,writer-spark,33,load,ok,7.0521454890016075,2740000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,33,freshness,ok,0.10371490266697947,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,33,query,ok,0.048251541503608074,199212,
iceberg-v2-cow,every_10_rounds,writer-spark,34,load,ok,6.9468302949971985,2820000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,34,freshness,ok,0.11734404133070105,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,34,query,ok,0.05204370150264973,199294,
iceberg-v2-cow,every_10_rounds,writer-spark,35,load,ok,7.269534794992069,2900000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,35,freshness,ok,0.11787005532823969,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,35,query,ok,0.049174874834231254,199285,
iceberg-v2-cow,every_10_rounds,writer-spark,36,load,ok,7.649466545665443,2980000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,36,freshness,ok,0.10428173633408733,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,36,query,ok,0.04769856916148759,199328,
iceberg-v2-cow,every_10_rounds,writer-spark,37,load,ok,7.5709356006700546,3060000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,37,freshness,ok,0.12012755566684064,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,37,query,ok,0.050260055667119254,199337,
iceberg-v2-cow,every_10_rounds,writer-spark,38,load,ok,8.538337392325047,3140000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,38,freshness,ok,0.12427311066615705,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,38,query,ok,0.04886586099989169,199316,
iceberg-v2-cow,every_10_rounds,writer-spark,39,load,ok,7.8818888783328775,3220000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,39,freshness,ok,0.11456047233271723,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,39,query,ok,0.050330361167046554,199355,
iceberg-v2-cow,every_10_rounds,writer-spark,40,load,ok,9.50663221233602,3300000,
iceberg-v2-cow,every_10_rounds,writer-spark,40,compact,ok,8.539210226668123,0,
iceberg-v2-cow,every_10_rounds,writer-spark,40,maintain,ok,1.1691153613258696,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,40,freshness,ok,0.12963604166967949,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,40,query,ok,0.05220561133561811,199381,
iceberg-v2-cow,every_10_rounds,writer-spark,41,load,ok,8.325824781665384,3380000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,41,freshness,ok,0.12570811099916077,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,41,query,ok,0.049954965162517816,199446,
iceberg-v2-cow,every_10_rounds,writer-spark,42,load,ok,11.677650477334586,3460000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,42,freshness,ok,0.12066743066922452,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,42,query,ok,0.05060624982919156,199363,
iceberg-v2-cow,every_10_rounds,writer-spark,43,load,ok,11.23814104666235,3540000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,43,freshness,ok,0.20470183300009617,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,43,query,ok,0.05166290983227858,199472,
iceberg-v2-cow,every_10_rounds,writer-spark,44,load,ok,11.329484574336675,3620000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,44,freshness,ok,0.12821412466291804,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,44,query,ok,0.0580235276647727,199440,
iceberg-v2-cow,every_10_rounds,writer-spark,45,load,ok,11.097567546666445,3700000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,45,freshness,ok,0.12476090266621516,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,45,query,ok,0.05581429883507857,199469,
iceberg-v2-cow,every_10_rounds,writer-spark,46,load,ok,11.141122546667853,3780000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,46,freshness,ok,0.13246315266587771,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,46,query,ok,0.053795347334623024,199451,
iceberg-v2-cow,every_10_rounds,writer-spark,47,load,ok,11.825189672003035,3860000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,47,freshness,ok,0.1380401943315519,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,47,query,ok,0.05164409715992709,199470,
iceberg-v2-cow,every_10_rounds,writer-spark,48,load,ok,12.256486936001844,3940000,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,48,freshness,ok,0.18434729133635605,0,
iceberg-v2-cow,every_10_rounds,starrocks-4.1.1,48,query,ok,0.05344110416384259,199489,
iceberg-v2-cow,every_10_rounds,writer-spark,49,load,ok,12.229199338670393,4020000,
